StockCode,Description,cum,ten_cum
84997a,GREEN 3 PIECE POLKADOT CUTLERY SET,1,"Hang cao cap, gia tri cao, it lap lai"
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,1,"Hang cao cap, gia tri cao, it lap lai"
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,1,"Hang cao cap, gia tri cao, it lap lai"
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,1,"Hang cao cap, gia tri cao, it lap lai"
85006,SET 4 NURSERY DES ROUND BOXES,1,"Hang cao cap, gia tri cao, it lap lai"
85008,SET OF 3 CONEY ISLAND OVAL BOXES,1,"Hang cao cap, gia tri cao, it lap lai"
85014A,BLACK/BLUE POLKADOT UMBRELLA,0,"Hang ban chay, gia thap, mua thuong xuyen"
85014B,RED RETROSPOT UMBRELLA,4,"Hang trung binh, on dinh quanh nam"
85014a,BLACK/BLUE POLKADOT UMBRELLA,1,"Hang cao cap, gia tri cao, it lap lai"
85014b,RED RETROSPOT UMBRELLA,1,"Hang cao cap, gia tri cao, it lap lai"
85015,SET OF 12  VINTAGE POSTCARD SET,4,"Hang trung binh, on dinh quanh nam"
85016,SET OF 6 VINTAGE NOTELETS KIT,2,"Hang theo mua, dot bien, so luong lon"
85017A,ENVELOPE 50 ROMANTIC IMAGES,3,"Hang moi/it nguoi biet, doanh thu thap"
85017B,ENVELOPE 50 BLOSSOM IMAGES,2,"Hang theo mua, dot bien, so luong lon"
85017C,ENVELOPE 50 CURIOUS IMAGES,1,"Hang cao cap, gia tri cao, it lap lai"
85018D,YULETIDE IMAGES S/6 PAPER BOXES,1,"Hang cao cap, gia tri cao, it lap lai"
85019A,ROMANTIC IMAGES NOTEBOOK SET,2,"Hang theo mua, dot bien, so luong lon"
85019B,BLOSSOM  IMAGES NOTEBOOK SET,2,"Hang theo mua, dot bien, so luong lon"
85019C,CURIOUS  IMAGES NOTEBOOK SET,2,"Hang theo mua, dot bien, so luong lon"
85020,ROUND PINK HEART MIRROR,1,"Hang cao cap, gia tri cao, it lap lai"
85023B,EAU DE NILE JEWELLED PHOTOFRAME,2,"Hang theo mua, dot bien, so luong lon"
85024B,EAU DE NILE JEWELLED PHOTOFRAME,2,"Hang theo mua, dot bien, so luong lon"
85024C,PINK SMALL JEWELLED PHOTOFRAME,1,"Hang cao cap, gia tri cao, it lap lai"
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,2,"Hang theo mua, dot bien, so luong lon"
85025C,PINK HEART SHAPE PHOTO FRAME,2,"Hang theo mua, dot bien, so luong lon"
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,1,"Hang cao cap, gia tri cao, it lap lai"
85027L,FRENCH CHATEAU LARGE PLATTER ,1,"Hang cao cap, gia tri cao, it lap lai"
85028S,FRENCH CHATEAU SMALL FRUITBOWL,1,"Hang cao cap, gia tri cao, it lap lai"
85030,FRENCH CHATEAU OVAL PLATTER,1,"Hang cao cap, gia tri cao, it lap lai"
85031A,ROMANTIC IMAGES SCRAP BOOK SET,1,"Hang cao cap, gia tri cao, it lap lai"
85032A,ROMANTIC IMAGES GIFT WRAP SET,2,"Hang theo mua, dot bien, so luong lon"
85032B,BLOSSOM IMAGES GIFT WRAP SET,2,"Hang theo mua, dot bien, so luong lon"
85032C,CURIOUS IMAGES GIFT WRAP SET,2,"Hang theo mua, dot bien, so luong lon"
85032D,YULETIDE IMAGES GIFT WRAP SET,2,"Hang theo mua, dot bien, so luong lon"
85034A,3 GARDENIA MORRIS BOXED CANDLES,2,"Hang theo mua, dot bien, so luong lon"
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,2,"Hang theo mua, dot bien, so luong lon"
85034C,3 ROSE MORRIS BOXED CANDLES,4,"Hang trung binh, on dinh quanh nam"
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,0,"Hang ban chay, gia thap, mua thuong xuyen"
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,"Hang trung binh, on dinh quanh nam"
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,0,"Hang ban chay, gia thap, mua thuong xuyen"
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,4,"Hang trung binh, on dinh quanh nam"
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,"Hang theo mua, dot bien, so luong lon"
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2,"Hang theo mua, dot bien, so luong lon"
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,3,"Hang moi/it nguoi biet, doanh thu thap"
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,1,"Hang cao cap, gia tri cao, it lap lai"
85040A,S/4 PINK FLOWER CANDLES IN BOWL,0,"Hang ban chay, gia thap, mua thuong xuyen"
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1,"Hang cao cap, gia tri cao, it lap lai"
85040a,S/4 PINK FLOWER CANDLES IN BOWL,1,"Hang cao cap, gia tri cao, it lap lai"
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,1,"Hang cao cap, gia tri cao, it lap lai"
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,0,"Hang ban chay, gia thap, mua thuong xuyen"
85049A,TRADITIONAL CHRISTMAS RIBBONS,4,"Hang trung binh, on dinh quanh nam"
85049B,LUSH GREENS RIBBONS,1,"Hang cao cap, gia tri cao, it lap lai"
85049C,ROMANTIC PINKS RIBBONS ,4,"Hang trung binh, on dinh quanh nam"
85049D,BRIGHT BLUES RIBBONS ,2,"Hang theo mua, dot bien, so luong lon"
85049E,SCANDINAVIAN REDS RIBBONS,4,"Hang trung binh, on dinh quanh nam"
85049F,BABY BOOM RIBBONS ,2,"Hang theo mua, dot bien, so luong lon"
85049G,CHOCOLATE BOX RIBBONS ,4,"Hang trung binh, on dinh quanh nam"
85049H,URBAN BLACK RIBBONS ,2,"Hang theo mua, dot bien, so luong lon"
85049a,TRADITIONAL CHRISTMAS RIBBONS,1,"Hang cao cap, gia tri cao, it lap lai"
85049e,SCANDINAVIAN REDS RIBBONS,1,"Hang cao cap, gia tri cao, it lap lai"
85049g,CHOCOLATE BOX RIBBONS ,1,"Hang cao cap, gia tri cao, it lap lai"
85053,FRENCH ENAMEL CANDLEHOLDER,4,"Hang trung binh, on dinh quanh nam"
85054,FRENCH ENAMEL POT W LID,0,"Hang ban chay, gia thap, mua thuong xuyen"
85055,FRENCH ENAMEL UTENSIL HOLDER,1,"Hang cao cap, gia tri cao, it lap lai"
85059,FRENCH ENAMEL WATER BASIN,0,"Hang ban chay, gia thap, mua thuong xuyen"
85061W,WHITE JEWELLED HEART DECORATION,4,"Hang trung binh, on dinh quanh nam"
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,4,"Hang trung binh, on dinh quanh nam"
85064,CREAM SWEETHEART LETTER RACK,2,"Hang theo mua, dot bien, so luong lon"
85066,CREAM SWEETHEART MINI CHEST,0,"Hang ban chay, gia thap, mua thuong xuyen"
85067,CREAM SWEETHEART WALL CABINET,1,"Hang cao cap, gia tri cao, it lap lai"
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,"Hang theo mua, dot bien, so luong lon"
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,"Hang theo mua, dot bien, so luong lon"
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",2,"Hang theo mua, dot bien, so luong lon"
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2,"Hang theo mua, dot bien, so luong lon"
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,"Hang theo mua, dot bien, so luong lon"
85084,HOLLY TOP CHRISTMAS STOCKING,1,"Hang cao cap, gia tri cao, it lap lai"
85086A,CANDY SPOT HEART DECORATION,3,"Hang moi/it nguoi biet, doanh thu thap"
85087,CANDY SPOT CUSHION COVER,3,"Hang moi/it nguoi biet, doanh thu thap"
85088,CANDY SPOT HAND BAG,2,"Hang theo mua, dot bien, so luong lon"
85089,CANDY SPOT BUNNY,1,"Hang cao cap, gia tri cao, it lap lai"
85093,CANDY SPOT EGG WARMER HARE,2,"Hang theo mua, dot bien, so luong lon"
85094,CANDY SPOT EGG WARMER RABBIT,2,"Hang theo mua, dot bien, so luong lon"
85095,THREE CANVAS LUGGAGE TAGS,3,"Hang moi/it nguoi biet, doanh thu thap"
85096,HILDA CANDY SPOT RABBIT,1,"Hang cao cap, gia tri cao, it lap lai"
85099B,JUMBO BAG RED RETROSPOT,4,"Hang trung binh, on dinh quanh nam"
85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,"Hang trung binh, on dinh quanh nam"
85099F,JUMBO BAG STRAWBERRY,4,"Hang trung binh, on dinh quanh nam"
85099f,JUMBO BAG STRAWBERRY,1,"Hang cao cap, gia tri cao, it lap lai"
85103,SILVER T-LIGHT SETTING,3,"Hang moi/it nguoi biet, doanh thu thap"
85104,SILVER GLASS T-LIGHT SET,2,"Hang theo mua, dot bien, so luong lon"
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,2,"Hang theo mua, dot bien, so luong lon"
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2,"Hang theo mua, dot bien, so luong lon"
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2,"Hang theo mua, dot bien, so luong lon"
85114A,BLACK ENCHANTED FOREST PLACEMAT,2,"Hang theo mua, dot bien, so luong lon"
85114B,IVORY ENCHANTED FOREST PLACEMAT,2,"Hang theo mua, dot bien, so luong lon"
85114C,RED ENCHANTED FOREST PLACEMAT,2,"Hang theo mua, dot bien, so luong lon"
85114a,BLACK ENCHANTED FOREST PLACEMAT,1,"Hang cao cap, gia tri cao, it lap lai"
85114b,IVORY ENCHANTED FOREST PLACEMAT,1,"Hang cao cap, gia tri cao, it lap lai"
85114c,RED ENCHANTED FOREST PLACEMAT,1,"Hang cao cap, gia tri cao, it lap lai"
85116,BLACK CANDELABRA T-LIGHT HOLDER,2,"Hang theo mua, dot bien, so luong lon"
85118,HEART T-LIGHT HOLDER,2,"Hang theo mua, dot bien, so luong lon"
85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,"Hang trung binh, on dinh quanh nam"
85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,"Hang cao cap, gia tri cao, it lap lai"
85124B,BLUE JUICY FRUIT PHOTO FRAME,1,"Hang cao cap, gia tri cao, it lap lai"
85124C,GREEN JUICY FRUIT PHOTO FRAME,1,"Hang cao cap, gia tri cao, it lap lai"
85125,SMALL ROUND CUT GLASS CANDLESTICK,0,"Hang ban chay, gia thap, mua thuong xuyen"
85127,SMALL SQUARE CUT GLASS CANDLESTICK,0,"Hang ban chay, gia thap, mua thuong xuyen"
85129B,BEADED CRYSTAL HEART GREEN SMALL,3,"Hang moi/it nguoi biet, doanh thu thap"
85129C,BEADED CRYSTAL HEART BLUE SMALL,1,"Hang cao cap, gia tri cao, it lap lai"
85129D,BEADED CRYSTAL HEART PINK SMALL,3,"Hang moi/it nguoi biet, doanh thu thap"
85130A,BEADED PEARL HEART WHITE LARGE,1,"Hang cao cap, gia tri cao, it lap lai"
85130B,BEADED CRYSTAL HEART GREEN LARGE,2,"Hang theo mua, dot bien, so luong lon"
85130C,BEADED CRYSTAL HEART BLUE  LARGE,2,"Hang theo mua, dot bien, so luong lon"
85130D,BEADED CRYSTAL HEART PINK LARGE,2,"Hang theo mua, dot bien, so luong lon"
85131A,BEADED PEARL HEART WHITE ON STICK,2,"Hang theo mua, dot bien, so luong lon"
85131B,BEADED CRYSTAL HEART GREEN ON STICK,3,"Hang moi/it nguoi biet, doanh thu thap"
85131C,BEADED CRYSTAL HEART BLUE ON STICK,3,"Hang moi/it nguoi biet, doanh thu thap"
85131D,BEADED CRYSTAL HEART PINK ON STICK,3,"Hang moi/it nguoi biet, doanh thu thap"
85132A,CHARLIE + LOLA BISCUITS TINS,0,"Hang ban chay, gia thap, mua thuong xuyen"
85132B,CHARLIE AND LOLA TABLE TINS,2,"Hang theo mua, dot bien, so luong lon"
85132C,CHARLIE AND LOLA FIGURES TINS,4,"Hang trung binh, on dinh quanh nam"
85132a,CHARLIE + LOLA BISCUITS TINS,1,"Hang cao cap, gia tri cao, it lap lai"
85132b,CHARLIE AND LOLA TABLE TINS,1,"Hang cao cap, gia tri cao, it lap lai"
85135A,YELLOW DRAGONFLY HELICOPTER,1,"Hang cao cap, gia tri cao, it lap lai"
85135B,BLUE DRAGONFLY HELICOPTER,0,"Hang ban chay, gia thap, mua thuong xuyen"
85135C,RED DRAGONFLY HELICOPTER,0,"Hang ban chay, gia thap, mua thuong xuyen"
85136A,YELLOW SHARK HELICOPTER,0,"Hang ban chay, gia thap, mua thuong xuyen"
85136C,RED SHARK HELICOPTER,1,"Hang cao cap, gia tri cao, it lap lai"
85141,JARDIN ETCHED GLASS FRUITBOWL,0,"Hang ban chay, gia thap, mua thuong xuyen"
85144,JARDIN ETCHED GLASS BUTTER DISH,2,"Hang theo mua, dot bien, so luong lon"
85145,JARDIN ETCHED GLASS LARGE BELL JAR,1,"Hang cao cap, gia tri cao, it lap lai"
85146,JARDIN ETCHED GLASS SMALL BELL JAR,1,"Hang cao cap, gia tri cao, it lap lai"
85150,LADIES & GENTLEMEN METAL SIGN,4,"Hang trung binh, on dinh quanh nam"
85152,HAND OVER THE CHOCOLATE   SIGN ,4,"Hang trung binh, on dinh quanh nam"
85159A,"BLACK TEA,COFFEE,SUGAR JARS",2,"Hang theo mua, dot bien, so luong lon"
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2,"Hang theo mua, dot bien, so luong lon"
85160B,BLACK BIRD GARDEN DESIGN MUG,1,"Hang cao cap, gia tri cao, it lap lai"
85161,ACRYLIC GEOMETRIC LAMP,1,"Hang cao cap, gia tri cao, it lap lai"
85163A,WHITE BAROQUE WALL CLOCK ,0,"Hang ban chay, gia thap, mua thuong xuyen"
85163B,BLACK BAROQUE WALL CLOCK ,0,"Hang ban chay, gia thap, mua thuong xuyen"
85167B,BLACK GRAND BAROQUE PHOTO FRAME,1,"Hang cao cap, gia tri cao, it lap lai"
85168B,BLACK BAROQUE CARRIAGE CLOCK,3,"Hang moi/it nguoi biet, doanh thu thap"
85169A,IVORY LOVE BIRD CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85169B,BLACK LOVE BIRD CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85169C,EAU DE NIL LOVE BIRD CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85169D,PINK LOVE BIRD CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2,"Hang theo mua, dot bien, so luong lon"
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2,"Hang theo mua, dot bien, so luong lon"
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,0,"Hang ban chay, gia thap, mua thuong xuyen"
85172,HYACINTH BULB T-LIGHT CANDLES,2,"Hang theo mua, dot bien, so luong lon"
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2,"Hang theo mua, dot bien, so luong lon"
85174,S/4 CACTI CANDLES,0,"Hang ban chay, gia thap, mua thuong xuyen"
85175,CACTI T-LIGHT CANDLES,4,"Hang trung binh, on dinh quanh nam"
85176,SEWING SUSAN 21 NEEDLE SET,2,"Hang theo mua, dot bien, so luong lon"
85177,BASKET OF FLOWERS SEWING KIT,2,"Hang theo mua, dot bien, so luong lon"
85178,VICTORIAN SEWING KIT,4,"Hang trung binh, on dinh quanh nam"
85179A,GREEN BITTY LIGHT CHAIN,3,"Hang moi/it nguoi biet, doanh thu thap"
85179C,PINK BITTY LIGHT CHAIN,3,"Hang moi/it nguoi biet, doanh thu thap"
85180A,RED HEARTS LIGHT CHAIN ,2,"Hang theo mua, dot bien, so luong lon"
85180B,PINK HEARTS LIGHT CHAIN ,2,"Hang theo mua, dot bien, so luong lon"
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,2,"Hang theo mua, dot bien, so luong lon"
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,"Hang theo mua, dot bien, so luong lon"
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,4,"Hang trung binh, on dinh quanh nam"
85185B,PINK HORSE SOCK PUPPET,0,"Hang ban chay, gia thap, mua thuong xuyen"
85185D,FROG SOCK PUPPET,1,"Hang cao cap, gia tri cao, it lap lai"
85186A,EASTER BUNNY GARLAND OF FLOWERS,2,"Hang theo mua, dot bien, so luong lon"
85186C,BUNNY EGG GARLAND,2,"Hang theo mua, dot bien, so luong lon"
85187,S/12 MINI RABBIT EASTER,2,"Hang theo mua, dot bien, so luong lon"
85188A,GREEN METAL SWINGING BUNNY,2,"Hang theo mua, dot bien, so luong lon"
85188B,PINK METAL SWINGING BUNNY,1,"Hang cao cap, gia tri cao, it lap lai"
85194L,HANGING SPRING FLOWER EGG LARGE,2,"Hang theo mua, dot bien, so luong lon"
85194S,HANGING SPRING FLOWER EGG SMALL,2,"Hang theo mua, dot bien, so luong lon"
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1,"Hang cao cap, gia tri cao, it lap lai"
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,1,"Hang cao cap, gia tri cao, it lap lai"
85199L,LARGE HANGING IVORY & RED WOOD BIRD,2,"Hang theo mua, dot bien, so luong lon"
85199S,SMALL HANGING IVORY/RED WOOD BIRD,4,"Hang trung binh, on dinh quanh nam"
85200,BUNNY EGG BOX,2,"Hang theo mua, dot bien, so luong lon"
85202,HANGING WOOD AND FELT HEART,2,"Hang theo mua, dot bien, so luong lon"
85203,HANGING WOOD AND FELT BUTTERFLY ,2,"Hang theo mua, dot bien, so luong lon"
85204,HANGING WOOD AND FELT FLOWER,2,"Hang theo mua, dot bien, so luong lon"
85205B,PINK FELT EASTER RABBIT GARLAND,1,"Hang cao cap, gia tri cao, it lap lai"
85206A,CREAM FELT EASTER EGG BASKET,2,"Hang theo mua, dot bien, so luong lon"
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,2,"Hang theo mua, dot bien, so luong lon"
85211,S/4 GROOVY CAT MAGNETS,2,"Hang theo mua, dot bien, so luong lon"
85212,MINI PAINTED GARDEN DECORATION ,2,"Hang theo mua, dot bien, so luong lon"
85213,MINI  ZINC GARDEN DECORATIONS ,2,"Hang theo mua, dot bien, so luong lon"
85214,TUB 24 PINK FLOWER PEGS,2,"Hang theo mua, dot bien, so luong lon"
85215,ASSORTED CHEESE FRIDGE MAGNETS,2,"Hang theo mua, dot bien, so luong lon"
85216,ASSORTED CAKES FRIDGE MAGNETS,1,"Hang cao cap, gia tri cao, it lap lai"
85227,SET OF 6 3D KIT CARDS FOR KIDS,4,"Hang trung binh, on dinh quanh nam"
85230A,OPIUM SCENTED VOTIVE CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85230B,CINNAMON SCENTED VOTIVE CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85230E,STRAWBRY SCENTED VOTIVE CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85230F,JASMINE VOTIVE CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85230G,ORANGE VOTIVE CANDLE,2,"Hang theo mua, dot bien, so luong lon"
85231B,CINAMMON SET OF 9 T-LIGHTS,2,"Hang theo mua, dot bien, so luong lon"
85231G,ORANGE SCENTED SET/9 T-LIGHTS,2,"Hang theo mua, dot bien, so luong lon"
85231g,ORANGE SCENTED SET/9 T-LIGHTS,1,"Hang cao cap, gia tri cao, it lap lai"
85232A,SET/3 POLKADOT STACKING TINS,1,"Hang cao cap, gia tri cao, it lap lai"
85232B,SET OF 3 BABUSHKA STACKING TINS,2,"Hang theo mua, dot bien, so luong lon"
85232D,SET/3 DECOUPAGE STACKING TINS,0,"Hang ban chay, gia thap, mua thuong xuyen"
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,1,"Hang cao cap, gia tri cao, it lap lai"
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,3,"Hang moi/it nguoi biet, doanh thu thap"
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,3,"Hang moi/it nguoi biet, doanh thu thap"
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,1,"Hang cao cap, gia tri cao, it lap lai"
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,1,"Hang cao cap, gia tri cao, it lap lai"
90002D,FLOWER BURST SILVER RING CRYSTAL,1,"Hang cao cap, gia tri cao, it lap lai"
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,3,"Hang moi/it nguoi biet, doanh thu thap"
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,3,"Hang moi/it nguoi biet, doanh thu thap"
90003D,CRYSTAL PAIR HEART HAIR SLIDES,1,"Hang cao cap, gia tri cao, it lap lai"
90003E,GREEN PAIR HEART HAIR SLIDES,3,"Hang moi/it nguoi biet, doanh thu thap"
90005A,JADE GREEN ENAMEL HAIR COMB,1,"Hang cao cap, gia tri cao, it lap lai"
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,1,"Hang cao cap, gia tri cao, it lap lai"
90010B,BLACK/WHITE GLASS/SILVER BRACELET,1,"Hang cao cap, gia tri cao, it lap lai"
90010E,AMBER GLASS/SILVER BRACELET,1,"Hang cao cap, gia tri cao, it lap lai"
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90011B,BLACK CRYSTAL DROP EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90013B,BLACK VINTAGE EARRINGS,1,"Hang cao cap, gia tri cao, it lap lai"
90013C,GREEN VINTAGE EARRINGS ,3,"Hang moi/it nguoi biet, doanh thu thap"
90014A,SILVER/MOP ORBIT NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90014B,GOLD M PEARL  ORBIT NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,3,"Hang moi/it nguoi biet, doanh thu thap"
90018A,SILVER M.O.P ORBIT DROP EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90018B,GOLD M.O.P ORBIT DROP EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90018C,SILVER BLACK ORBIT DROP EARRINGS,1,"Hang cao cap, gia tri cao, it lap lai"
90019A,SILVER M.O.P ORBIT BRACELET,3,"Hang moi/it nguoi biet, doanh thu thap"
90019B,GOLD M.O.P ORBIT BRACELET,3,"Hang moi/it nguoi biet, doanh thu thap"
90019C,SILVER BLACK ORBIT BRACELET,3,"Hang moi/it nguoi biet, doanh thu thap"
90022,EDWARDIAN DROP EARRINGS JET BLACK,3,"Hang moi/it nguoi biet, doanh thu thap"
90023,FILIGREE DIAMANTE EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90024B,NEW BAROQUE B'FLY NECKLACE RED,1,"Hang cao cap, gia tri cao, it lap lai"
90027C,GLASS BEAD HOOP EARRINGS GREEN,1,"Hang cao cap, gia tri cao, it lap lai"
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,3,"Hang moi/it nguoi biet, doanh thu thap"
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,3,"Hang moi/it nguoi biet, doanh thu thap"
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90030B,RED KUKUI COCONUT SEED NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90030C,BROWN KUKUI COCONUT SEED NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90031,BILI NUT AND WOOD NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90032,IVORY SHELL HEART NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
90033,IVORY SHELL HEART EARRINGS,3,"Hang moi/it nguoi biet, doanh thu thap"
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",1,"Hang cao cap, gia tri cao, it lap lai"
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",1,"Hang cao cap, gia tri cao, it lap lai"
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",1,"Hang cao cap, gia tri cao, it lap lai"
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",3,"Hang moi/it nguoi biet, doanh thu thap"
90037B,TINY CRYSTAL BRACELET GREEN,3,"Hang moi/it nguoi biet, doanh thu thap"
90037C,TINY CRYSTAL BRACELET BLUE,1,"Hang cao cap, gia tri cao, it lap lai"
90038A,GLASS AND PAINTED BEADS BRACELET TO,3,"Hang moi/it nguoi biet, doanh thu thap"
90038B,GLASS AND PAINTED BEADS BRACELET OL,3,"Hang moi/it nguoi biet, doanh thu thap"
90039B,FIRE POLISHED GLASS BRACELET MONTAN,3,"Hang moi/it nguoi biet, doanh thu thap"
90039C,FIRE POLISHED GLASS BRACELET BLACK,3,"Hang moi/it nguoi biet, doanh thu thap"
90039D,FIRE POLISHED GLASS BRACELET GREEN,3,"Hang moi/it nguoi biet, doanh thu thap"
90040A,MURANO STYLE GLASS BRACELET RED,1,"Hang cao cap, gia tri cao, it lap lai"
90040B,MURANO STYLE GLASS BRACELET BLACK,3,"Hang moi/it nguoi biet, doanh thu thap"
90040C,MURANO STYLE GLASS BRACELET GOLD,3,"Hang moi/it nguoi biet, doanh thu thap"
90042C,FRESHWATER PEARL BRACELET IVORY,1,"Hang cao cap, gia tri cao, it lap lai"
90051,CRACKED GLAZE NECKLACE RED,1,"Hang cao cap, gia tri cao, it lap lai"
90054,CRACKED GLAZE EARRINGS RED,3,"Hang moi/it nguoi biet, doanh thu thap"
90055,CRACKED GLAZE EARRINGS BROWN,3,"Hang moi/it nguoi biet, doanh thu thap"
90057,DIAMANTE RING ASSORTED IN BOX.,2,"Hang theo mua, dot bien, so luong lon"
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,2,"Hang theo mua, dot bien, so luong lon"
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,2,"Hang theo mua, dot bien, so luong lon"
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,3,"Hang moi/it nguoi biet, doanh thu thap"
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,3,"Hang moi/it nguoi biet, doanh thu thap"
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,3,"Hang moi/it nguoi biet, doanh thu thap"
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,3,"Hang moi/it nguoi biet, doanh thu thap"
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,3,"Hang moi/it nguoi biet, doanh thu thap"
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,3,"Hang moi/it nguoi biet, doanh thu thap"
90060F,FIRE POLISHED GLASS NECKL GREEN,1,"Hang cao cap, gia tri cao, it lap lai"
90062,CARNIVAL BRACELET,3,"Hang moi/it nguoi biet, doanh thu thap"
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,1,"Hang cao cap, gia tri cao, it lap lai"
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,1,"Hang cao cap, gia tri cao, it lap lai"
